"","date","location","latitude","longitude","start_time","stop_time","num_of_t","transect_length","num_of_quadrats","species_count","species_count_2","species_count_5","simpsons_diversity_index","number_of_tallies_recorded_species_only","total_number_of_tallies","id","num_points","category"
"12",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"asteronema_breviarticulatum",15,"Brown Algae"
"13",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"avrainvillea_amadelpha",NA,"Green Algae"
"14",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"barnacles_spp",15,"Sessile Invertebrates"
"15",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"bleached_coral",NA,"Coral"
"16",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"boodlea_composita",NA,"Green Algae"
"17",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"bornetella_sphaerica",NA,"Green Algae"
"18",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"botryocladia_skottsbergii",NA,"Red Algae"
"19",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"brachidontes_crebristriatus",11,"Sessile Invertebrates"
"20",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"brittle_star",NA,"Mobile Invertebrates"
"21",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"brown_crust",NA,"Brown Algae"
"22",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"bryopsis_spp",NA,"Green Algae"
"23",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"calcinus_elegans",NA,"Mobile Invertebrates"
"24",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"calcinus_laevimanus",NA,"Mobile Invertebrates"
"25",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"calcinus_seurati",NA,"Mobile Invertebrates"
"26",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"caulerpa_racemosa",NA,"Green Algae"
"27",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"caulerpa_sertularioides",NA,"Green Algae"
"28",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"caulerpa_spp",NA,"Green Algae"
"29",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"cellana_exarata",NA,"Mobile Invertebrates"
"30",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"cellana_sandwicensis",NA,"Mobile Invertebrates"
"31",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"centroceras_clavulatum",NA,"Red Algae"
"32",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"chaetomorpha_antennina",NA,"Green Algae"
"33",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"champia_parvula",NA,"Red Algae"
"34",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"chnoospora_minima",NA,"Brown Algae"
"35",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"chondria_spp",NA,"Red Algae"
"36",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"cladophora_or_cladophoropsis_spp",NA,"Green Algae"
"37",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"codium_arabicum",NA,"Green Algae"
"38",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"codium_edule",NA,"Green Algae"
"39",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"codium_spp",NA,"Green Algae"
"40",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"coelothrix_irregularis",NA,"Red Algae"
"41",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"colobocentrotus_atratus",NA,"Mobile Invertebrates"
"42",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"colpomenia_sinuosa",NA,"Brown Algae"
"43",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"conus_ebraeus",NA,"Mobile Invertebrates"
"44",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"conus_spp",NA,"Mobile Invertebrates"
"45",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"coral_spp",NA,"Coral"
"46",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"crab_spp",NA,"Mobile Invertebrates"
"47",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"crustose_coralline_algae",6,"Crustose Coralline Algae"
"48",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"cyanobacteria_spp",NA,"Cyanobacteria"
"49",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"dasya_spp",NA,"Red Algae"
"50",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"dendropoma_gregaria",NA,"Sessile Invertebrates"
"51",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"dichotomaria_marginata",NA,"Red Algae"
"52",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"dictyopteris_spp",NA,"Brown Algae"
"53",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"dictyosphaeria_cavernosa",NA,"Green Algae"
"54",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"dictyosphaeria_spp",NA,"Green Algae"
"55",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"dictyosphaeria_versluysii",NA,"Green Algae"
"56",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"dictyota_acutiloba",NA,"Brown Algae"
"57",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"dictyota_sandvicensis",NA,"Brown Algae"
"58",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"dictyota_spp",NA,"Brown Algae"
"59",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"drupa_morum",NA,"Mobile Invertebrates"
"60",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"echinolittorina_hawaiiensis",NA,"Mobile Invertebrates"
"61",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"echinometra_mathaei",NA,"Mobile Invertebrates"
"62",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"echinometra_oblonga",NA,"Mobile Invertebrates"
"63",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"echinometra_sp",NA,"Mobile Invertebrates"
"64",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"echinothrix_spp",NA,"Mobile Invertebrates"
"65",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"galaxaura_spp",NA,"Red Algae"
"66",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"galaxaura_or_liagora_sp",NA,"Red Algae"
"67",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"gelid_spp",NA,"Red Algae"
"68",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"gelidiella_acerosa",NA,"Red Algae"
"69",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"gelidiopsis_intricata",NA,"Red Algae"
"70",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"gelidiopsis_spp",NA,"Red Algae"
"71",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"gelidium_pusillum",NA,"Red Algae"
"72",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"gracilaria_salicornia",NA,"Red Algae"
"73",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"grateloupia_spp",NA,"Red Algae"
"74",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"griffithsia_spp",NA,"Red Algae"
"75",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"halimeda_discoidea",NA,"Green Algae"
"76",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"haminoea_cymbalum",NA,"Mobile Invertebrates"
"77",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"hermit_crab",NA,"Mobile Invertebrates"
"78",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"holothuria_atra",NA,"Mobile Invertebrates"
"79",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"holothuria_cinerascens",NA,"Mobile Invertebrates"
"80",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"holothuria_difficilis",NA,"Mobile Invertebrates"
"81",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"holothuria_hilla",NA,"Mobile Invertebrates"
"82",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"holothuria_spp",NA,"Mobile Invertebrates"
"83",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"hydroclathrus_clathratus",NA,"Brown Algae"
"84",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"hypnea_cervicornis",NA,"Red Algae"
"85",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"hypnea_chordacea",NA,"Red Algae"
"86",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"hypnea_musciformis",NA,"Red Algae"
"87",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"hypnea_spp",NA,"Red Algae"
"88",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"isognomon_californicum",NA,"Sessile Invertebrates"
"89",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"isognomon_perna",NA,"Sessile Invertebrates"
"90",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"laurencia_dendroidea",NA,"Red Algae"
"91",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"laurencia_dotyi",NA,"Red Algae"
"92",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"laurencia_mcdermidiae",NA,"Red Algae"
"93",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"laurencia_spp",NA,"Red Algae"
"94",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"leptolyngbya_crosbyana",NA,"Cyanobacteria"
"95",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"liagora_spp",NA,"Red Algae"
"96",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"littoraria_pintado",1,"Mobile Invertebrates"
"97",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"lobophora_variegata",NA,"Brown Algae"
"98",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"lyngbya_majuscula",NA,"Cyanobacteria"
"99",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"martensia_spp",NA,"Red Algae"
"100",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"mauritia_mauritiana",NA,"Mobile Invertebrates"
"101",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"microdictyon_setchellianum",NA,"Green Algae"
"102",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"monetaria_caputserpentis",NA,"Mobile Invertebrates"
"103",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"morula_granulata",NA,"Mobile Invertebrates"
"104",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"morula_sp",NA,"Mobile Invertebrates"
"105",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"morula_uva",NA,"Mobile Invertebrates"
"106",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"neomeris_spp",NA,"Green Algae"
"107",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"nerita_picea",8,"Mobile Invertebrates"
"108",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"nesochthamalus_intertextus",NA,"Sessile Invertebrates"
"109",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"ophiocoma_brevipes",NA,"Mobile Invertebrates"
"110",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"ophiocoma_erinaceus",NA,"Mobile Invertebrates"
"111",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"padina_spp",NA,"Brown Algae"
"112",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"palisada_parvipapillata",NA,"Red Algae"
"113",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"palythoa_caesia",NA,"Sessile Invertebrates"
"114",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"parvocaulis_parvulus",NA,"Green Algae"
"115",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"peasiella_tantilla",NA,"Mobile Invertebrates"
"116",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"pennaria_disticha",NA,"Sessile Invertebrates"
"117",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"portieria_hornemannii",NA,"Red Algae"
"118",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"protopalythoa_spp",NA,"Sessile Invertebrates"
"119",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"pterocladiella_caerulescens",NA,"Red Algae"
"120",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"pterocladiella_capillacea",NA,"Red Algae"
"121",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"pterocladiella_spp",NA,"Red Algae"
"122",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"rhodymenia_spp",NA,"Red Algae"
"123",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"sargassum_aquifolium",NA,"Brown Algae"
"124",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"sargassum_polyphyllum",NA,"Brown Algae"
"125",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"sargassum_spp",15,"Brown Algae"
"126",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"siphonaria_normalis",NA,"Mobile Invertebrates"
"127",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"snail_spp",NA,"Mobile Invertebrates"
"128",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"sphacelaria_spp",NA,"Brown Algae"
"129",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"sponge_spp",NA,"Sessile Invertebrates"
"130",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"spyridia_filamentosa",NA,"Red Algae"
"131",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"stomatopod_spp",NA,"Mobile Invertebrates"
"132",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"stylocheilus_striatus",NA,"Mobile Invertebrates"
"133",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"symploca_hydnoides",NA,"Cyanobacteria"
"134",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"thylacodes_variabilis",NA,"Sessile Invertebrates"
"135",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"trichogloea_spp",NA,"Red Algae"
"136",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"tripneustes_gratilla",NA,"Mobile Invertebrates"
"137",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"tube_snail",NA,"Sessile Invertebrates"
"138",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"turbinaria_ornata",NA,"Brown Algae"
"139",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"turf_spp",54,"Turf Algae"
"140",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"ulva_fasciata",1,"Green Algae"
"141",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"ulva_flexuosa",NA,"Green Algae"
"142",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"ulva_spp",NA,"Green Algae"
"143",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"wrangelia_elegantissima",NA,"Red Algae"
"144",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"zoanthid_spp",NA,"Sessile Invertebrates"
"145",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"unknown_brown",NA,"Brown Algae"
"146",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"unknown_cyanobacteria",NA,"Cyanobacteria"
"147",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"unknown_fuzzy",NA,"Red Algae"
"148",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"unknown_green",NA,"Green Algae"
"149",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"unknown_polychaete",NA,"Mobile Invertebrates"
"150",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"unknown_red",17,"Red Algae"
"151",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"unknown_species",NA,"Unknown"
"152",2004-02-01,"Kahana Bay",21.559278,-157.871902,00:00:00,01:00:00,6,10,22,11,9,9,0.8369477912,166,550,"substrate",384,"Substrate"
"153",2004-02-24,"Diamond Head",21.25544,-157.810303,00:00:00,01:00:00,6,11,58,21,19,9,0.7572705704,963,1450,"acanthophora_spicifera",3,"Red Algae"
"154",2004-02-24,"Diamond Head",21.25544,-157.810303,00:00:00,01:00:00,6,11,58,21,19,9,0.7572705704,963,1450,"actinopyga_varians",NA,"Mobile Invertebrates"
"155",2004-02-24,"Diamond Head",21.25544,-157.810303,00:00:00,01:00:00,6,11,58,21,19,9,0.7572705704,963,1450,"ahnfeltiopsis_concinna",NA,"Red Algae"
